DepartamentoDelPredio,MunicipioDelPredio,CodigoDANE,GrupoEtarioDelSolicitante,NumeroDeSolicitantes
Cauca,Miranda,19455,Mayor Mayor Entre 80-89 Años,5
Santander,Charalá,68167,Mayor Joven Entre 60-69 Años,3
Nariño,Taminango,52786,Adulto,7
Caldas,Samaná,17662,Mayor Joven Entre 60-69 Años,304
Antioquia,Briceño,05107,Mayor Mayor Entre 80-89 Años,4
Sucre,Los Palmitos,70418,Mayor Adulto Entre 70-79 Años,42
Norte Santander,El Zulia,54261,Mayor Joven Entre 60-69 Años,52
Bolívar,El Guamo,13248,Adulto,8
Putumayo,Puerto Asís,86568,NoReporta,3
Risaralda,Belén De Umbría,66088,Mayor Joven Entre 60-69 Años,25
Chocó,Riosucio,27615,Infancia,1
Cauca,Totoró,19824,Mayor Adulto Entre 70-79 Años,3
Norte Santander,Tibú,54810,NoReporta,28
Boyacá,Paya,15533,Adulto Joven,1
Norte Santander,Cúcuta,54001,Mayor Mayor Entre 80-89 Años,62
Cauca,Balboa,19075,Adulto,91
Antioquia,Apartadó,05045,NoReporta,12
Bolívar,Santa Rosa Del Sur,13688,NoReporta,1
Sucre,Sincé,70742,Adulto,7
Tolima,Armero,73055,Nonagenario,1
Magdalena,El Retén,47268,Adulto,9
Caquetá,El Doncello,18247,Mayor Joven Entre 60-69 Años,30
Boyacá,Susacón,15774,Mayor Adulto Entre 70-79 Años,2
Casanare,Yopal,85001,Mayor Joven Entre 60-69 Años,64
Antioquia,El Santuario,05697,NoReporta,1
Meta,San Juan De Arama,50683,Nonagenario,7
Valle Del Cauca,Roldanillo,76622,Mayor Mayor Entre 80-89 Años,2
Santander,Cimitarra,68190,Adulto Joven,4
Antioquia,Rionegro,05615,Adulto,4
Valle Del Cauca,El Cerrito,76248,Mayor Joven Entre 60-69 Años,12
Sucre,Sincé,70742,Mayor Mayor Entre 80-89 Años,2
Cauca,Villa Rica,19845,Adulto,3
Antioquia,Abejorral,05002,Nonagenario,1
Antioquia,Urrao,05847,Adulto,64
Antioquia,Sonsón,05756,Mayor Joven Entre 60-69 Años,161
Cundinamarca,La Palma,25394,Adulto,278
Santander,Enciso,68266,NoReporta,2
Caldas,Marquetalia,17444,Adulto,10
Nariño,Santa Bárbara,52696,Primera Infancia,1
Meta,El Castillo,50251,Mayor Mayor Entre 80-89 Años,63
Tolima,Palocabildo,73520,Adulto,22
Nariño,La Cruz,52378,Mayor Joven Entre 60-69 Años,4
Magdalena,Ciénaga,47189,Centenario,2
Casanare,Nunchía,85225,Adulto Joven,2
Cesar,La Jagua De Ibirico,20400,NoReporta,4
Antioquia,Gómez Plata,05310,NoReporta,1
Norte Santander,Toledo,54820,Adulto,13
Risaralda,Pereira,66001,Adulto,30
Valle Del Cauca,Buenaventura,76109,Adulto Joven,6
Valle Del Cauca,Buenaventura,76109,Centenario,2
Bolívar,Arroyohondo,13062,Adulto,1
Cesar,Tamalameque,20787,Adulto,56
Chocó,Bahía Solano,27075,Nonagenario,2
Magdalena,Fundación,47288,Adulto,132
Antioquia,Valdivia,05854,Centenario,1
Amazonas,La Pedrera,91407,Adulto,0
Casanare,Tauramena,85410,Mayor Mayor Entre 80-89 Años,15
La Guajira,Fonseca,44279,Nonagenario,2
Casanare,Paz De Ariporo,85250,Mayor Joven Entre 60-69 Años,33
Antioquia,Peñol,05541,Adulto,15
Magdalena,Chibolo,47170,Mayor Mayor Entre 80-89 Años,50
Antioquia,Tarazá,05790,Adulto,330
Chocó,El Litoral Del San Juan,27250,Mayor Joven Entre 60-69 Años,5
Bolívar,Córdoba,13212,Mayor Adulto Entre 70-79 Años,77
Cauca,Paez,19517,Nonagenario,2
Córdoba,Tierralta,23807,Mayor Mayor Entre 80-89 Años,157
Santander,Rionegro,68615,NoReporta,17
Putumayo,Mocoa,86001,Mayor Joven Entre 60-69 Años,43
Norte Santander,Puerto Santander,54553,Adulto,5
Chocó,Quibdó,27001,Nonagenario,3
Norte Santander,Ragonvalia,54599,Adulto,4
Cesar,La Paz,20621,Nonagenario,10
Santander,Girón,68307,Mayor Adulto Entre 70-79 Años,14
Bolívar,San Estanislao,13647,Nonagenario,2
Antioquia,Cañasgordas,05138,Adulto Joven,2
Atlántico,Repelón,08606,Mayor Mayor Entre 80-89 Años,4
Bolívar,San Martín De Loba,13667,Adulto,36
Casanare,Aguazul,85010,NoReporta,1
Magdalena,Santa Marta,47001,Nonagenario,22
Cundinamarca,Beltrán,25086,Nonagenario,1
Putumayo,Puerto Guzmán,86571,Primera Infancia,1
Chocó,Unguía,27800,Centenario,1
Cauca,Paez,19517,Adolescencia,1
Nariño,Tumaco,52835,Mayor Adulto Entre 70-79 Años,199
Antioquia,Peñol,05541,Mayor Joven Entre 60-69 Años,7
Meta,El Dorado,50270,Adulto,73
Norte Santander,Cucutilla,54223,Adulto,10
Santander,Landázuri,68385,Nonagenario,2
Nariño,Policarpa,52540,Mayor Adulto Entre 70-79 Años,48
Quindío,Pijao,63548,Mayor Mayor Entre 80-89 Años,1
Atlántico,Luruaco,08421,Mayor Joven Entre 60-69 Años,3
Bolívar,Altos Del Rosario,13030,Nonagenario,2
Cauca,La Sierra,19392,Adulto,64
Antioquia,Cáceres,05120,Mayor Mayor Entre 80-89 Años,64
Cundinamarca,Vianí,25867,Mayor Joven Entre 60-69 Años,1
Santander,Cerrito,68162,Nonagenario,1
Putumayo,San Miguel,86757,Adulto Joven,21
Magdalena,Zona Bananera,47980,Mayor Joven Entre 60-69 Años,123
Huila,La Plata,41396,NoReporta,1
Meta,Acacías,50006,NoReporta,9
Tolima,Coyaima,73217,Nonagenario,3
Antioquia,San Rafael,05667,Mayor Mayor Entre 80-89 Años,31
Antioquia,Cañasgordas,05138,Mayor Mayor Entre 80-89 Años,9
Bolívar,San Pablo,13670,NoReporta,6
Cauca,Corinto,19212,Mayor Mayor Entre 80-89 Años,11
Nariño,Barbacoas,52079,Nonagenario,10
Cesar,Bosconia,20060,Adulto,28
Antioquia,Pueblorrico,05576,NoReporta,1
Chocó,Istmina,27361,Adulto,29
Cundinamarca,Cabrera,25120,Mayor Mayor Entre 80-89 Años,1
Bolívar,Santa Rosa,13683,NoReporta,1
Huila,Neiva,41001,Adulto Joven,5
Arauca,Puerto Rondón,81591,Mayor Adulto Entre 70-79 Años,20
Cundinamarca,La Palma,25394,Primera Infancia,5
Risaralda,Dosquebradas,66170,Mayor Mayor Entre 80-89 Años,1
Valle Del Cauca,El Cerrito,76248,Adulto,10
Valle Del Cauca,Versalles,76863,Adulto,5
Santander,Charta,68169,Mayor Joven Entre 60-69 Años,8
Antioquia,Belmira,05086,Mayor Joven Entre 60-69 Años,2
Sucre,San Pedro,70717,Mayor Adulto Entre 70-79 Años,27
Antioquia,Argelia,05055,Adolescencia,1
Vichada,Cumaribo,99773,NoReporta,15
Antioquia,Turbo,05837,Mayor Adulto Entre 70-79 Años,478
Santander,Rionegro,68615,Mayor Adulto Entre 70-79 Años,62
Casanare,Hato Corozal,85125,Nonagenario,2
Vichada,Cumaribo,99773,Adulto Joven,3
Casanare,Tauramena,85410,Adulto,59
Cauca,Sotará,19760,Adulto,28
Antioquia,San Andrés,05647,Nonagenario,1
Cesar,Valledupar,20001,Centenario,3
Tolima,Valle De San Juan,73854,NoReporta,2
Tolima,Prado,73563,Adulto,44
Guainía,Barranco Minas,94343,Mayor Joven Entre 60-69 Años,18
Cesar,San Diego,20750,Mayor Joven Entre 60-69 Años,94
Norte Santander,La Esperanza,54385,NoReporta,0
Meta,Villavicencio,50001,Mayor Adulto Entre 70-79 Años,41
Meta,El Dorado,50270,NoReporta,8
Putumayo,Puerto Leguízamo,86573,Nonagenario,4
Meta,El Castillo,50251,Adulto Joven,5
Córdoba,San Antero,23672,Adulto,3
Santander,Zapatoca,68895,Nonagenario,2
Cundinamarca,Topaipí,25823,Mayor Mayor Entre 80-89 Años,10
Cesar,San Martín,20770,Nonagenario,6
La Guajira,El Molino,44110,Adulto,21
Cauca,Caloto,19142,Mayor Mayor Entre 80-89 Años,6
Tolima,Rovira,73624,Adulto,95
Antioquia,Yondó,05893,Mayor Adulto Entre 70-79 Años,58
Santander,Floridablanca,68276,NoReporta,0
Caldas,Marulanda,17446,NoReporta,1
Valle Del Cauca,Dagua,76233,NoReporta,11
Antioquia,Caramanta,05145,Mayor Joven Entre 60-69 Años,6
Antioquia,Belmira,05086,NoReporta,1
Boyacá,Puerto Boyacá,15572,Mayor Mayor Entre 80-89 Años,10
Magdalena,Fundación,47288,Mayor Adulto Entre 70-79 Años,85
Cauca,Buenos Aires,19110,NoReporta,3
Chocó,Juradó,27372,Mayor Joven Entre 60-69 Años,11
Guainía,Mapiripana,94663,NoReporta,0
Arauca,Tame,81794,Nonagenario,3
Vichada,La Primavera,99524,Mayor Joven Entre 60-69 Años,36
Nariño,La Llanada,52385,Mayor Mayor Entre 80-89 Años,5
Caldas,Palestina,17524,Adulto,1
Antioquia,Itaguí,05360,Mayor Joven Entre 60-69 Años,7
Norte Santander,El Zulia,54261,Nonagenario,2
Antioquia,San Pedro de Urabá,05665,Mayor Mayor Entre 80-89 Años,43
Cauca,Miranda,19455,Nonagenario,8
Nariño,La Tola,52390,Nonagenario,2
Santander,Betulia,68092,Mayor Mayor Entre 80-89 Años,8
Córdoba,Puerto Escondido,23574,Nonagenario,1
Valle Del Cauca,Caicedonia,76122,Adulto,2
Cauca,Popayán,19001,Mayor Joven Entre 60-69 Años,21
Atlántico,Luruaco,08421,Mayor Mayor Entre 80-89 Años,3
Antioquia,Caucasia,05154,Mayor Joven Entre 60-69 Años,82
Bolívar,Morales,13473,Adulto,36
Tolima,Anzoátegui,73043,Mayor Joven Entre 60-69 Años,52
Atlántico,Barranquilla,08001,Adulto Joven,1
Nariño,Samaniego,52678,Infancia,1
Valle Del Cauca,Restrepo,76606,Mayor Adulto Entre 70-79 Años,8
Cauca,Balboa,19075,Mayor Mayor Entre 80-89 Años,2
Nariño,San Pablo,52693,Adulto,43
Atlántico,Polonuevo,08558,Adulto,3
Cauca,Puracé,19585,Centenario,1
Cauca,Inzá,19355,Mayor Joven Entre 60-69 Años,14
Antioquia,San Carlos,05649,Centenario,0
Meta,Uribe,50370,Nonagenario,12
Valle Del Cauca,Buenaventura,76109,Mayor Joven Entre 60-69 Años,149
Tolima,Villarrica,73873,Adulto,28
Atlántico,Barranquilla,08001,Adulto,56
Risaralda,Pueblo Rico,66572,Mayor Adulto Entre 70-79 Años,69
Arauca,Arauquita,81065,Mayor Mayor Entre 80-89 Años,23
Cundinamarca,La Peña,25398,Mayor Joven Entre 60-69 Años,13
Caldas,Samaná,17662,Adulto,410
Sucre,Tolú Viejo,70823,NoReporta,0
Boyacá,San Pablo De Borbur,15681,Nonagenario,1
Antioquia,San Francisco,05652,Adulto Joven,1
Bolívar,Simití,13744,Nonagenario,6
Caquetá,Puerto Rico,18592,Adolescencia,1
Vaupés,Mitú,97001,Nonagenario,0
Santander,Lebríja,68406,NoReporta,2
Cesar,Valledupar,20001,Mayor Mayor Entre 80-89 Años,156
Risaralda,Guática,66318,Nonagenario,1
Amazonas,Puerto Arica,91536,Adulto,1
Cauca,Puracé,19585,Adulto Joven,3
Caquetá,San Vicente Del Caguán,18753,Adulto,430
Santander,Molagavita,68468,Adulto,1
Nariño,Córdoba,52215,Mayor Adulto Entre 70-79 Años,1
Nariño,Roberto Payán,52621,Adolescencia,1
Antioquia,Girardota,05308,Adulto,21
Valle Del Cauca,El Aguila,76243,Mayor Adulto Entre 70-79 Años,4
Boyacá,Pajarito,15518,NoReporta,1
Antioquia,El Bagre,05250,Mayor Mayor Entre 80-89 Años,38
Valle Del Cauca,Ginebra,76306,Nonagenario,3
Antioquia,San Jerónimo,05656,Mayor Adulto Entre 70-79 Años,1
Valle Del Cauca,Sevilla,76736,Mayor Joven Entre 60-69 Años,28
Atlántico,Juan De Acosta,08372,Mayor Adulto Entre 70-79 Años,1
Arauca,Fortul,81300,Mayor Joven Entre 60-69 Años,12
Cesar,Aguachica,20011,NoReporta,3
Valle Del Cauca,Cali,76001,Centenario,2
Risaralda,Quinchía,66594,Adulto,111
Cundinamarca,Caparrapí,25148,Adulto,22
Antioquia,San Juan De Urabá,05659,NoReporta,3
Antioquia,Armenia,05059,Adulto,6
Huila,Campoalegre,41132,Mayor Adulto Entre 70-79 Años,3
Santander,Molagavita,68468,Mayor Joven Entre 60-69 Años,4
Cundinamarca,Silvania,25743,NoReporta,2
Córdoba,Pueblo Nuevo,23570,Nonagenario,15
Tolima,Anzoátegui,73043,Adulto Joven,5
Antioquia,Angostura,05038,Nonagenario,1
Nariño,La Llanada,52385,Mayor Joven Entre 60-69 Años,21
Huila,Isnos,41359,Mayor Adulto Entre 70-79 Años,2
Valle Del Cauca,Florida,76275,Mayor Mayor Entre 80-89 Años,14
Cauca,Rosas,19622,Adulto,61
Nariño,La Llanada,52385,Adulto,52
Santander,Lebríja,68406,Mayor Mayor Entre 80-89 Años,18
Caldas,Aguadas,17013,Nonagenario,1
Antioquia,Valdivia,05854,Mayor Adulto Entre 70-79 Años,21
Antioquia,San Francisco,05652,Adulto,70
Antioquia,Tarazá,05790,Nonagenario,8
Tolima,Cajamarca,73124,Mayor Mayor Entre 80-89 Años,5
Norte Santander,Bucarasica,54109,Adulto,15
Cesar,Agustín Codazzi,20013,Mayor Adulto Entre 70-79 Años,141
La Guajira,Uribia,44847,Adulto,2
Antioquia,Puerto Berrío,05579,Mayor Adulto Entre 70-79 Años,13
Cauca,La Vega,19397,Mayor Adulto Entre 70-79 Años,25
Cauca,La Vega,19397,Adulto Joven,2
Meta,Puerto Concordia,50450,Nonagenario,4
Bolívar,Altos Del Rosario,13030,Mayor Adulto Entre 70-79 Años,8
Boyacá,Aquitania,15047,Adulto Joven,1
Cesar,Astrea,20032,Nonagenario,6
Tolima,Roncesvalles,73622,Mayor Joven Entre 60-69 Años,48
Vichada,Puerto Carreño,99001,NoReporta,8
Cesar,Chimichagua,20175,Adulto,72
Antioquia,La Ceja,05376,Mayor Joven Entre 60-69 Años,2
Quindío,Pijao,63548,Adulto,1
Antioquia,Segovia,05736,NoReporta,1
Magdalena,Plato,47555,Mayor Adulto Entre 70-79 Años,56
Magdalena,Guamal,47318,Adulto,7
Nariño,La Florida,52381,Nonagenario,4
Cundinamarca,Simijaca,25745,Adulto,1
Meta,Granada,50313,Mayor Joven Entre 60-69 Años,23
Vichada,La Primavera,99524,Mayor Mayor Entre 80-89 Años,15
Córdoba,Puerto Libertador,23580,Centenario,1
Antioquia,Caramanta,05145,Nonagenario,1
Putumayo,San Francisco,86755,NoReporta,2
Norte Santander,Tibú,54810,Mayor Joven Entre 60-69 Años,405
Antioquia,San Vicente,05674,Mayor Adulto Entre 70-79 Años,6
Huila,La Argentina,41378,Mayor Joven Entre 60-69 Años,4
Antioquia,Zaragoza,05895,Adulto,119
Cesar,Chimichagua,20175,Mayor Adulto Entre 70-79 Años,39
Cundinamarca,Gachalá,25293,Adulto,3
Antioquia,Andes,05034,Mayor Adulto Entre 70-79 Años,5
Magdalena,Sabanas de San Ángel,47660,Primera Infancia,1
Chocó,Bagadó,27073,Adulto,34
Tolima,Icononzo,73352,Mayor Adulto Entre 70-79 Años,23
Sucre,Los Palmitos,70418,Nonagenario,22
Norte Santander,Teorama,54800,NoReporta,0
Atlántico,Candelaria,08141,Adulto,1
Córdoba,Moñitos,23500,Nonagenario,1
Antioquia,Andes,05034,Mayor Mayor Entre 80-89 Años,2
Boyacá,Samacá,15646,Adulto,1
Norte Santander,El Tarra,54250,Mayor Mayor Entre 80-89 Años,26
Santander,Aratoca,68051,Adulto,1
Antioquia,La Ceja,05376,Mayor Adulto Entre 70-79 Años,1
Cauca,Piamonte,19533,NoReporta,2
Nariño,Albán,52019,Mayor Adulto Entre 70-79 Años,12
Bolívar,Norosí,13490,Centenario,1
Huila,Colombia,41206,Nonagenario,2
Cauca,Silvia,19743,Adulto,39
Cesar,San Alberto,20710,Adulto,155
Antioquia,Puerto Triunfo,05591,Nonagenario,1
Cundinamarca,Chocontá,25183,Nonagenario,1
Antioquia,Giraldo,05306,NoReporta,3
Tolima,Guamo,73319,Adulto,3
Antioquia,Mutatá,05480,Nonagenario,34
Chocó,Condoto,27205,Adulto,8
Quindío,Armenia,63001,Mayor Joven Entre 60-69 Años,6
Huila,Aipe,41016,Mayor Joven Entre 60-69 Años,7
Antioquia,Andes,05034,NoReporta,2
Valle Del Cauca,Palmira,76520,Mayor Joven Entre 60-69 Años,25
Santander,Vélez,68861,Nonagenario,1
Antioquia,Segovia,05736,Nonagenario,4
Huila,San Agustín,41668,Mayor Joven Entre 60-69 Años,13
Santander,Guaca,68318,Adulto,1
Bolívar,Santa Rosa Del Sur,13688,Nonagenario,2
Magdalena,Zona Bananera,47980,Adulto,128
Antioquia,Anorí,05040,NoReporta,2
Bolívar,San Estanislao,13647,Adulto,8
Risaralda,La Celia,66383,Mayor Joven Entre 60-69 Años,15
Risaralda,Pueblo Rico,66572,NoReporta,0
Magdalena,San Sebastián De Buenavista,47692,Adulto,3
Boyacá,Socotá,15755,Adulto Joven,1
Antioquia,Amalfi,05031,NoReporta,4
Vaupés,Carurú,97161,Adulto Joven,2
Antioquia,Alejandría,05021,Mayor Joven Entre 60-69 Años,11
Cauca,Corinto,19212,Adulto Joven,1
Tolima,Villarrica,73873,NoReporta,4
Huila,Santa María,41676,Mayor Mayor Entre 80-89 Años,2
Tolima,Casabianca,73152,Adulto,26
Boyacá,Pajarito,15518,Mayor Adulto Entre 70-79 Años,7
Meta,Puerto Lleras,50577,NoReporta,2
Santander,Barbosa,68077,Mayor Adulto Entre 70-79 Años,4
Norte Santander,El Zulia,54261,Adulto,67
Sucre,Sucre,70771,Mayor Joven Entre 60-69 Años,18
Tolima,Villarrica,73873,Mayor Adulto Entre 70-79 Años,32
Cundinamarca,Cabrera,25120,Mayor Adulto Entre 70-79 Años,2
Cundinamarca,El Colegio,25245,Mayor Adulto Entre 70-79 Años,1
Norte Santander,Arboledas,54051,Mayor Mayor Entre 80-89 Años,15
Antioquia,San Pedro,05664,Mayor Joven Entre 60-69 Años,4
Casanare,La Salina,85136,Adulto,2
Antioquia,Salgar,05642,Adulto Joven,1
Magdalena,Sabanas de San Ángel,47660,Adulto Joven,1
Cundinamarca,Sasaima,25718,NoReporta,2
Sucre,Los Palmitos,70418,Mayor Joven Entre 60-69 Años,35
Nariño,Colón,52203,Adulto Joven,1
Antioquia,Apartadó,05045,Infancia,1
Caldas,Norcasia,17495,Nonagenario,1
Norte Santander,La Esperanza,54385,Mayor Joven Entre 60-69 Años,39
Tolima,Rovira,73624,Adulto Joven,1
Magdalena,Zona Bananera,47980,Nonagenario,12
Bolívar,Simití,13744,Mayor Joven Entre 60-69 Años,44
Sucre,San Benito Abad,70678,Mayor Adulto Entre 70-79 Años,20
Cundinamarca,El Colegio,25245,Mayor Mayor Entre 80-89 Años,2
Cauca,López,19418,Mayor Adulto Entre 70-79 Años,21
Magdalena,Chibolo,47170,Nonagenario,5
Santander,Macaravita,68425,Adulto,2
Casanare,Aguazul,85010,Mayor Mayor Entre 80-89 Años,10
Valle Del Cauca,Sevilla,76736,Adulto Joven,1
Sucre,San Marcos,70708,Nonagenario,0
Cauca,Corinto,19212,Mayor Joven Entre 60-69 Años,30
Santander,Guavatá,68324,Adulto,1
Antioquia,Sabanalarga,05628,Adulto,14
Casanare,Pore,85263,Nonagenario,1
Cauca,Santander De Quilichao,19698,Mayor Mayor Entre 80-89 Años,17
Cesar,Pueblo Bello,20570,Adulto Joven,1
Cundinamarca,San Juan De Río Seco,25662,Adulto,13
Huila,Pitalito,41551,Mayor Joven Entre 60-69 Años,34
Antioquia,Betania,05091,Adulto,12
Antioquia,Salgar,05642,NoReporta,1
Boyacá,Pauna,15531,NoReporta,1
Nariño,La Unión,52399,Adulto Joven,2
Antioquia,Betania,05091,Nonagenario,3
Tolima,Lérida,73408,Adulto,47
Chocó,Tadó,27787,Mayor Joven Entre 60-69 Años,34
Antioquia,Arboletes,05051,Nonagenario,14
Atlántico,Soledad,08758,Nonagenario,1
Magdalena,Salamina,47675,Mayor Mayor Entre 80-89 Años,17
Meta,Cumaral,50226,Nonagenario,1
Meta,San Juanito,50686,Mayor Joven Entre 60-69 Años,4
Antioquia,Bello,05088,NoReporta,2
Guainía,Mapiripana,94663,Mayor Mayor Entre 80-89 Años,1
Cundinamarca,Paratebueno,25530,Mayor Joven Entre 60-69 Años,5
Santander,Zapatoca,68895,Mayor Mayor Entre 80-89 Años,3
Meta,San Carlos De Guaroa,50680,Adulto,4
Tolima,Herveo,73347,Adulto,24
Bolívar,San Martín De Loba,13667,Mayor Adulto Entre 70-79 Años,16
Tolima,Herveo,73347,Mayor Adulto Entre 70-79 Años,9
Norte Santander,Herrán,54347,Mayor Adulto Entre 70-79 Años,1
Amazonas,Puerto Santander,91669,Adulto,5
Huila,Iquira,41357,Adulto Joven,1
Cesar,La Paz,20621,Adulto,78
Santander,Santa Helena Del Opón,68720,Adulto,9
Caldas,Manizales,17001,Mayor Joven Entre 60-69 Años,7
Guaviare,San José Del Guaviare,95001,NoReporta,3
Tolima,Suárez,73770,Nonagenario,1
Cauca,Inzá,19355,Adulto Joven,6
Bolívar,Santa Catalina,13673,Adulto,4
Vaupés,Carurú,97161,Adulto,22
Sucre,Los Palmitos,70418,Centenario,2
Tolima,Prado,73563,Adulto Joven,3
Cesar,Curumaní,20228,Centenario,2
Huila,Tesalia,41797,Adulto,2
Córdoba,Ayapel,23068,Adulto,47
Boyacá,El Espino,15248,Mayor Adulto Entre 70-79 Años,3
Sucre,Majagual,70429,Mayor Adulto Entre 70-79 Años,25
Sucre,Coloso,70204,Mayor Joven Entre 60-69 Años,55
Sucre,Los Palmitos,70418,Mayor Mayor Entre 80-89 Años,35
Antioquia,Anorí,05040,Primera Infancia,1
Cundinamarca,Jerusalén,25368,Adulto,5
Magdalena,Pivijay,47551,Mayor Joven Entre 60-69 Años,196
Caldas,Risaralda,17616,NoReporta,1
Bolívar,Arroyohondo,13062,Mayor Adulto Entre 70-79 Años,3
Magdalena,San Zenón,47703,Adulto,2
Huila,Agrado,41013,Mayor Joven Entre 60-69 Años,4
Huila,La Plata,41396,Adulto,59
Sucre,San Benito Abad,70678,NoReporta,2
Antioquia,Valdivia,05854,Nonagenario,1
Valle Del Cauca,Jamundí,76364,Mayor Joven Entre 60-69 Años,73
Antioquia,San Carlos,05649,Infancia,1
Nariño,Buesaco,52110,Adulto,36
Chocó,Juradó,27372,Mayor Mayor Entre 80-89 Años,11
Risaralda,La Celia,66383,Mayor Adulto Entre 70-79 Años,4
Antioquia,Fredonia,05282,Adulto,10
Antioquia,Cocorná,05197,Mayor Mayor Entre 80-89 Años,22
Casanare,Nunchía,85225,Nonagenario,1
Antioquia,Giraldo,05306,Adulto,12
Bolívar,Pinillos,13549,Adulto,9
Nariño,Leiva,52405,Mayor Mayor Entre 80-89 Años,2
Nariño,Potosí,52560,Nonagenario,2
Caldas,Marquetalia,17444,Mayor Adulto Entre 70-79 Años,6
Nariño,Ancuyá,52036,Adulto,3
Antioquia,Santa Rosa De Osos,05686,Adulto,4
Cauca,Argelia,19050,Mayor Adulto Entre 70-79 Años,40
Antioquia,Caucasia,05154,Adulto,222
Antioquia,Zaragoza,05895,Mayor Joven Entre 60-69 Años,51
Antioquia,San Roque,05670,Mayor Adulto Entre 70-79 Años,43
Córdoba,Montería,23001,NoReporta,37
Norte Santander,San Cayetano,54673,Mayor Joven Entre 60-69 Años,2
Antioquia,Apartadó,05045,Adulto Joven,3
Vichada,Puerto Carreño,99001,Adulto,27
Magdalena,Ciénaga,47189,Mayor Mayor Entre 80-89 Años,81
Santander,Barrancabermeja,68081,NoReporta,4
Norte Santander,Hacarí,54344,Nonagenario,1
Nariño,San Lorenzo,52687,Adulto,26
Meta,Puerto Concordia,50450,NoReporta,0
Cundinamarca,Sutatausa,25781,Mayor Joven Entre 60-69 Años,1
Chocó,Medio Baudó,27430,Mayor Adulto Entre 70-79 Años,3
Atlántico,Soledad,08758,Adulto,13
Antioquia,Valdivia,05854,Mayor Mayor Entre 80-89 Años,11
Antioquia,Remedios,05604,Adulto Joven,1
Huila,La Plata,41396,Mayor Adulto Entre 70-79 Años,8
Cundinamarca,Junín,25372,Adulto,1
Caldas,Samaná,17662,Nonagenario,23
Nariño,Olaya Herrera,52490,Mayor Adulto Entre 70-79 Años,19
Chocó,Istmina,27361,NoReporta,2
Arauca,Cravo Norte,81220,Adulto Joven,1
Tolima,Cunday,73226,Adulto,47
Meta,Cabuyaro,50124,NoReporta,1
Cundinamarca,Vergara,25862,Mayor Mayor Entre 80-89 Años,1
Tolima,Icononzo,73352,Nonagenario,3
Casanare,Hato Corozal,85125,Adulto,52
Norte Santander,La Esperanza,54385,Mayor Adulto Entre 70-79 Años,24
Antioquia,Turbo,05837,NoReporta,94
Tolima,Líbano,73411,Infancia,1
Norte Santander,El Tarra,54250,Adulto Joven,1
Cundinamarca,Tena,25797,Mayor Joven Entre 60-69 Años,2
Bolívar,Santa Catalina,13673,Mayor Mayor Entre 80-89 Años,2
Caldas,Pácora,17513,Nonagenario,0
Meta,Puerto Lleras,50577,Nonagenario,13
Cauca,Miranda,19455,Mayor Adulto Entre 70-79 Años,15
Cesar,Río De Oro,20614,Adulto Joven,1
Magdalena,Santa Marta,47001,Adulto,182
Córdoba,Valencia,23855,Adulto Joven,1
Antioquia,Urrao,05847,Adulto Joven,1
Meta,Mesetas,50330,Adulto,170
Nariño,Ipiales,52356,Mayor Joven Entre 60-69 Años,63
Arauca,Saravena,81736,Infancia,1
Tolima,Ibagué,73001,Centenario,2
Magdalena,Zapayán,47960,Adulto,19
Cesar,Pueblo Bello,20570,Mayor Joven Entre 60-69 Años,65
Valle Del Cauca,Restrepo,76606,Mayor Mayor Entre 80-89 Años,3
Cesar,La Gloria,20383,Mayor Adulto Entre 70-79 Años,119
Vichada,Cumaribo,99773,Mayor Mayor Entre 80-89 Años,58
Antioquia,San Carlos,05649,Adulto Joven,17
Chocó,Bojayá,27099,Adulto,19
Arauca,Fortul,81300,Infancia,1
Boyacá,Maripí,15442,Adulto,5
Bolívar,Córdoba,13212,Nonagenario,8
Valle Del Cauca,Jamundí,76364,Mayor Adulto Entre 70-79 Años,51
Santander,Matanza,68444,Mayor Adulto Entre 70-79 Años,11
Cauca,Patía,19532,Adulto Joven,2
Cesar,La Paz,20621,NoReporta,2
Boyacá,Chiscas,15180,NoReporta,2
Huila,Campoalegre,41132,Nonagenario,1
Caquetá,Cartagena Del Chairá,18150,Mayor Adulto Entre 70-79 Años,140
Valle Del Cauca,Restrepo,76606,Adulto Joven,1
Tolima,Ataco,73067,Mayor Joven Entre 60-69 Años,345
Caquetá,Morelia,18479,Mayor Adulto Entre 70-79 Años,27
Córdoba,Valencia,23855,Mayor Mayor Entre 80-89 Años,190
Huila,Tello,41799,Adulto,43
Meta,La Macarena,50350,Adulto Joven,3
Bolívar,San Juan Nepomuceno,13657,Mayor Mayor Entre 80-89 Años,94
Cauca,Jambaló,19364,Mayor Joven Entre 60-69 Años,7
Santander,Bolívar,68101,Nonagenario,1
Norte Santander,El Carmen,54245,Mayor Joven Entre 60-69 Años,46
Córdoba,Planeta Rica,23555,Mayor Joven Entre 60-69 Años,8
Cauca,Patía,19532,Mayor Adulto Entre 70-79 Años,34
Putumayo,San Miguel,86757,Primera Infancia,1
Casanare,Maní,85139,Adulto,58
Antioquia,Sabanalarga,05628,Mayor Adulto Entre 70-79 Años,4
Cauca,La Vega,19397,NoReporta,3
Córdoba,Ayapel,23068,Mayor Adulto Entre 70-79 Años,27
Boyacá,Pajarito,15518,Nonagenario,1
